"Refseq.ID"	"Organism"	"Spacer.Accession"	"Spacer.Start"	"Spacer.End"	"Proto.spacer.Start"	"Proto.spacer.End"	"Source"	"Product"	"Protein.id"	"GO.Function"	"GO.process"	"Gene"	"EC.number"	"TaxID"	"Species"	"Genus"	"Superkingdom"	"Phylum"	"Class"	"Order"	"Family"	"locus_tag"	"CRISPR.Type"
"NZ_JQSG02000004"	"Acidihalobacter prosperus strain DSM 5130 "	"NZ_JQSG02000004.1"	24208	24241	549613	549646	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"160660"	"Acidihalobacter prosperus"	"Acidihalobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Error: HTTP Error 400: Bad Request"	"IV-A3"
"NZ_JQSG02000004"	"Acidihalobacter prosperus strain DSM 5130 "	"NZ_JQSG02000004.1"	24028	24060	537369	537401	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"160660"	"Acidihalobacter prosperus"	"Acidihalobacter"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Chromatiales"	"Ectothiorhodospiraceae"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 500: Internal Server Error"
"NZ_LT827128"	"Gordonibacter sp. Marseille-P2775 genome assembly"	"NZ_LT827128.1"	1568502	1568540	1684398	1684436	"KE Watters ((PMID:30190307))"	"argininosuccinate synthase"	"WP_080143494.1"	"GO:0004055"	"GO:0006526"	"Error: No gene name"	"6.3.4.5"	"1841863"	"Gordonibacter sp."	"Gordonibacter"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Eggerthellales"	"Eggerthellaceae"	"B6F40_RS07065
<39"	"I-C"
"NC_015738"	"Eggerthella sp. YY7918 DNA"	"NC_015738.1"	2680390	2680420	360048	360078	"KE Watters ((PMID:30190307))"	"LuxR C-terminal-related transcriptional regulator"	"WP_083833027.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"502558"	"Eggerthella sp."	"Eggerthella"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Eggerthellales"	"Eggerthellaceae"	"EGYY_RS01370
<31"	"II-A"
"NZ_GG700630"	"Slackia exigua ATCC 700122 Scfld0"	"NZ_GG700630.1"	443093	443126	1161435	1161468	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"649764"	"Slackia exigua"	"Slackia"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Eggerthellales"	"Eggerthellaceae"	"Error: 'locus_tag' is not in list"	"I-E"
"NC_020419"	"Uncultured Termite group 1 bacterium phylotype Rs-D17 DNA"	"NC_020419.1"	333167	333200	2907	2940	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1408204"	"Uncultured Termite"	"Uncultured"	"Bacteria"	"Elusimicrobia"	"Endomicrobia"	"Endomicrobiales"	"Endomicrobiaceae"	"Error: 'locus_tag' is not in list"	"I-C"
"NC_020419"	"Uncultured Termite group 1 bacterium phylotype Rs-D17 DNA"	"NC_020419.1"	333167	333200	2934	2967	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1408204"	"Uncultured Termite"	"Uncultured"	"Bacteria"	"Elusimicrobia"	"Endomicrobia"	"Endomicrobiales"	"Endomicrobiaceae"	"Error: 'locus_tag' is not in list"	"I-C"
"NC_020419"	"Uncultured Termite group 1 bacterium phylotype Rs-D17 DNA"	"NC_020419.1"	343726	343756	7585	7615	"KE Watters ((PMID:30190307))"	"DnaA/Hda family protein"	"WP_172412791.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1408204"	"Uncultured Termite"	"Uncultured"	"Bacteria"	"Elusimicrobia"	"Endomicrobia"	"Endomicrobiales"	"Endomicrobiaceae"	"H0I88_RS05875
<1"	"No CRISPR type prediction"
"NZ_JRRF01000004"	"Klebsiella pneumoniae strain UMNturkey9 "	"NZ_JRRF01000004.1"	163507	163539	60776	60808	"KE Watters ((PMID:30190307))"	"2-isopropylmalate synthase"	"WP_042632423.1"	"GO:0003852"	"GO:0009098"	"leuA"	"2.3.3.13"	"573"	"Klebsiella pneumoniae"	"Klebsiella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"LS45_RS06420"	"I-E"
"NZ_NFWL01000013"	"Klebsiella pneumoniae strain HB_AB_3196 HB-AB-3196_NODE_13.ctg_1"	"NZ_NFWL01000013.1"	94555	94587	337639	337671	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"573"	"Klebsiella pneumoniae"	"Klebsiella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Error: HTTP Error 400: Bad Request"	"I-E"
"NZ_CP024507"	"Klebsiella pneumoniae strain KSB2_1B plasmid unnamed1"	"NZ_CP024507.1"	42626	42658	202511	202543	"KE Watters ((PMID:30190307))"	"pyridine nucleotide-disulfide oxidoreductase"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"573"	"Klebsiella pneumoniae"	"Klebsiella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"CTI57_RS27200"	"IV-A3"
"NZ_FQTZ01000048"	"Enterococcus faecium isolate Hp_76-17_S13_"	"NZ_FQTZ01000048.1"	13165	13195	47593	47623	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1351"	"Enterococcus faecium"	"Enterococcus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Error: HTTP Error 400: Bad Request"	"II-A"
"NZ_LWMN01000012"	"Enterococcus thailandicus strain F0711D 46 Ent-16_S35_L001_001_4"	"NZ_LWMN01000012.1"	7940	7970	296267	296297	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_067483622.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"417368"	"Enterococcus thailandicus"	"Enterococcus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"A6E74_RS08300"	"II-A"
"NZ_JVQQ01000030"	"Enterococcus faecalis strain 190_EFLS 289_10049_240488_160__227_"	"NZ_JVQQ01000030.1"	9984	10014	38	68	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1351"	"Enterococcus faecalis"	"Enterococcus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NRBG01000045"	"Pseudomonas aeruginosa strain env065a NODE_45_length_23356_cov_5.41375"	"NRBG01000045.1"	22533	22565	3977	4009	"KE Watters ((PMID:30190307))"	"1-phosphofructokinase"	"gb|PBY73435.1||gnl|WGS:NRBG|CJT47_32435"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"287"	"Pseudomonas aeruginosa"	"Pseudomonas"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"CJT47_32435
<33"	"No CRISPR type prediction"
"NZ_PTHE01000141"	"Klebsiella pneumoniae subsp. pneumoniae strain 1868/2868 ARLG-2819_NODE_18.ctg_1"	"NZ_PTHE01000141.1"	64848	64880	88147	88179	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"No TaxID"	"Klebsiella pneumoniae"	"Klebsiella"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"
"NZ_BCNT01000001"	"Comamonas terrae strain NBRC 106524"	"NZ_BCNT01000001.1"	625270	625302	48045	48077	"KE Watters ((PMID:30190307))"	"efflux transporter outer membrane subunit"	"WP_066469809.1"	"GO:0015288"	"GO:0006810"	"Error: No gene name"	"Error: No EC number"	"673548"	"Comamonas terrae"	"Comamonas"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Cte04_RS00195"	"Error: HTTP Error 500: Internal Server Error"
"NZ_MIQH01001249"	"Bathymodiolus thermophilus thioautotrophic gill symbiont strain BAT/CrabSpa'14 BATSymA_Scaffold97"	"NZ_MIQH01001249.1"	5120	5150	254	284	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"2360"	"Bathymodiolus thermophilus"	"Bathymodiolus"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Error: No info"	"Error: No info"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"AYLD01000293"	"Firmicutes bacterium JGI 0000112-M16 C994DRAFT_NODE-unique_293_len_1046.293_C"	"AYLD01000293.1"	580	612	233	265	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1239285"	"Firmicutes bacterium"	"Firmicutes"	"Bacteria"	"Firmicutes"	"Error: No info"	"Error: No info"	"Error: No info"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"OMWO01000044"	"uncultured Clostridiales bacterium isolate RUG026 genome assembly"	"OMWO01000044.1"	7547	7577	57656	57686	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"172733"	"uncultured Clostridiales"	"uncultured"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Error: No info"	"Error: HTTP Error 400: Bad Request"	"II-A"
"NZ_NQJT01000064"	"Erwinia amylovora strain OR6 NODE_4_length_229178_cov_62.5607"	"NZ_NQJT01000064.1"	34701	34733	11267	11299	"KE Watters ((PMID:30190307))"	"tRNA glutamyl-Q(34) synthetase GluQRS"	"WP_004159540.1"	"GO:0004812"	"GO:0043039"	"gluQRS"	"6.1.1.-"	"552"	"Erwinia amylovora"	"Erwinia"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"CS923_RS17890
<1"	"I-E"
"NZ_NQJL01000001"	"Erwinia amylovora strain VTDMSF02 tig00000000"	"NZ_NQJL01000001.1"	956749	956781	13646	13678	"KE Watters ((PMID:30190307))"	"glutamine--fructose-6-phosphate transaminase (isomerizing)"	"WP_004161228.1"	"GO:0004360"	"GO:0006040"	"glmS"	"2.6.1.16"	"552"	"Erwinia amylovora"	"Erwinia"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"CS929_RS00075
<1"	"I-E"
"NZ_NQJM01000001"	"Erwinia amylovora strain RISTBO01-2 tig00000000"	"NZ_NQJM01000001.1"	943755	943787	61803	61835	"KE Watters ((PMID:30190307))"	"sugar ABC transporter ATP-binding protein"	"WP_099257673.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"552"	"Erwinia amylovora"	"Erwinia"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"CS944_RS00305
<1"	"I-E"
"NZ_JH126431"	"Erysipelotrichaceae bacterium 2_2_44A supercont1.1"	"NZ_JH126431.1"	601409	601443	278839	278873	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"457422"	"Erysipelotrichaceae bacterium"	"Erysipelotrichaceae"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_FOIN01000012"	"[Clostridium] cocleatum strain DSM 1551"	"NZ_FOIN01000012.1"	2904	2938	123505	123539	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"69824"	"[Clostridium] cocleatum"	"[Clostridium]"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_LT635452"	"Holdemania sp. Marseille-P2844"	"NZ_LT635452.1"	234570	234604	140677	140711	"KE Watters ((PMID:30190307))"	"ABC transporter ATP-binding protein"	"WP_072684691.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1852366"	"Holdemania sp."	"Holdemania"	"Bacteria"	"Firmicutes"	"Erysipelotrichia"	"Erysipelotrichales"	"Erysipelotrichaceae"	"BQ7364_RS10545
<1"	"No CRISPR type prediction"
"NZ_FNOU01000015"	"Eubacterium barkeri strain VPI 5359"	"NZ_FNOU01000015.1"	77951	77984	25020	25053	"KE Watters ((PMID:30190307))"	"aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme"	"WP_090245788.1"	"GO:0030170"	"GO:0009058"	"Error: No gene name"	"Error: No EC number"	"1528"	"Eubacterium barkeri"	"Eubacterium"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"BLU30_RS09365"	"No CRISPR type prediction"
"NZ_FNOU01000015"	"Eubacterium barkeri strain VPI 5359"	"NZ_FNOU01000015.1"	31	69	32209	32247	"KE Watters ((PMID:30190307))"	"glycerol-3-phosphate responsive antiterminator"	"WP_090245800.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1528"	"Eubacterium barkeri"	"Eubacterium"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"BLU30_RS09405"	"I-B"
"FMHH01000005"	"uncultured Eubacterium sp. isolate 2789STDY5834905 genome assembly"	"FMHH01000005.1"	156744	156777	548934	548967	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"165185"	"uncultured Eubacterium"	"uncultured"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Error: HTTP Error 400: Bad Request"	"I-C"
"NZ_LJCQ01000149"	"Acidiplasma aeolicum strain V "	"NZ_LJCQ01000149.1"	332	367	1067	1102	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"507754"	"Acidiplasma aeolicum"	"Acidiplasma"	"Archaea"	"Candidatus Thermoplasmatota"	"Thermoplasmata"	"Thermoplasmatales"	"Ferroplasmaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"KI542777"	"Ferroplasma sp. Type II "	"KI542777.1"	5843	5880	508	545	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"gb|EQB71053.1||gnl|WGS:ATDU|AMDU4_FER2C00202G0001"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"261388"	"Ferroplasma sp."	"Ferroplasma"	"Archaea"	"Candidatus Thermoplasmatota"	"Thermoplasmata"	"Thermoplasmatales"	"Ferroplasmaceae"	"AMDU4_FER2C00202G0001
<38"	"No CRISPR type prediction"
"NZ_LJCQ01000149"	"Acidiplasma aeolicum strain V "	"NZ_LJCQ01000149.1"	532	569	774	811	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"507754"	"Acidiplasma aeolicum"	"Acidiplasma"	"Archaea"	"Candidatus Thermoplasmatota"	"Thermoplasmata"	"Thermoplasmatales"	"Ferroplasmaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_AJIP01000044"	"Thermosipho africanus H17ap60334 "	"NZ_AJIP01000044.1"	3515	3560	16671	16716	"KE Watters ((PMID:30190307))"	"M3 family oligoendopeptidase"	"WP_004104082.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1161912"	"Thermosipho africanus"	"Thermosipho"	"Bacteria"	"Thermotogae"	"Thermotogae"	"Thermotogales"	"Fervidobacteriaceae"	"H17AP60334_RS09160"	"No CRISPR type prediction"
"NZ_AJIP01000043"	"Thermosipho africanus H17ap60334 "	"NZ_AJIP01000043.1"	76411	76445	27479	27513	"KE Watters ((PMID:30190307))"	"cysteine--tRNA ligase"	"WP_004103872.1"	"GO:0004817"	"GO:0006423"	"cysS"	"6.1.1.16"	"1161912"	"Thermosipho africanus"	"Thermosipho"	"Bacteria"	"Thermotogae"	"Thermotogae"	"Thermotogales"	"Fervidobacteriaceae"	"H17AP60334_RS08655"	"III-B"
"NZ_AGJO01000002"	"Fervidobacterium pennivorans DSM 9078 ctg478"	"NZ_AGJO01000002.1"	26116	26154	14082	14120	"KE Watters ((PMID:30190307))"	"CRISPR-associated protein TM1812"	"ZP_09162832.1||gnl|WGS:NZ_AGJO|FerpeDRAFT_0502"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"771875"	"Fervidobacterium pennivorans"	"Fervidobacterium"	"Bacteria"	"Thermotogae"	"Thermotogae"	"Thermotogales"	"Fervidobacteriaceae"	"FerpeDRAFT_0502
<1"	"III-B"
"NZ_PJMN01000001"	"Fibrobacter sp. UWT1 Ga0136296_11"	"NZ_PJMN01000001.1"	3194719	3194751	2480178	2480210	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1896223"	"Fibrobacter sp."	"Fibrobacter"	"Bacteria"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"Error: 'locus_tag' is not in list"	"I-C"
"NZ_MWQI01000006"	"Fibrobacter sp. UWB4 NODE_6"	"NZ_MWQI01000006.1"	175428	175461	84507	84540	"KE Watters ((PMID:30190307))"	"prepilin-type N-terminal cleavage/methylation domain-containing protein"	"WP_088640869.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1964356"	"Fibrobacter sp."	"Fibrobacter"	"Bacteria"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"B7990_RS10285"	"I-E"
"NZ_PGEX01000001"	"Fibrobacter sp. UWS3 Ga0136295_11"	"NZ_PGEX01000001.1"	7617	7652	3126988	3127023	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1896222"	"Fibrobacter sp."	"Fibrobacter"	"Bacteria"	"Fibrobacteres"	"Fibrobacteria"	"Fibrobacterales"	"Fibrobacteraceae"	"Error: 'locus_tag' is not in list"	"I-A"
"CP022387"	"Capnocytophaga stomatis strain H2177"	"CP022387.1"	535208	535238	2634437	2634467	"KE Watters ((PMID:30190307))"	"relaxase"	"gb|ATA90333.1||gnl|PRJNA369395|CGC58_11680"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1848904"	"Capnocytophaga stomatis"	"Capnocytophaga"	"Bacteria"	"Bacteroidota"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"CGC58_11680
<31"	"VI-B1"
"NC_015846"	"Capnocytophaga canimorsus Cc5"	"NC_015846.1"	1232249	1232279	15039	15069	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_013996131.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"860228"	"Capnocytophaga canimorsus"	"Capnocytophaga"	"Bacteria"	"Bacteroidota"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"CCAN_RS00060"	"VI-B1"
"NZ_LVWE01000019"	"Polaribacter atrinae strain KACC 17473 LPB303_108"	"NZ_LVWE01000019.1"	370	399	178529	178558	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1333662"	"Polaribacter atrinae"	"Polaribacter"	"Bacteria"	"Bacteroidota"	"Flavobacteriia"	"Flavobacteriales"	"Flavobacteriaceae"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 500: Internal Server Error"
"NZ_CP009436"	"Francisella philomiragia strain O#319-067"	"NZ_CP009436.1"	1682340	1682369	1734810	1734839	"KE Watters ((PMID:30190307))"	"DUF2797 domain-containing protein"	"WP_012280908.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"28110"	"Francisella philomiragia"	"Francisella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"KU46_RS08345"	"No CRISPR type prediction"
"NZ_CP009343"	"Francisella philomiragia strain O#319-029"	"NZ_CP009343.1"	1952276	1952305	1899862	1899891	"KE Watters ((PMID:30190307))"	"DUF2797 domain-containing protein"	"WP_012280908.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"28110"	"Francisella philomiragia"	"Francisella"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"BF30_RS09160"	"No CRISPR type prediction"
